Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,Year,Month,Season,Log Microplastics Measurement
0279322-0000008,2018-05-24 05:00:00,42.841783,10.266283,Tyrrhenian Sea,0.0,Manta net,0.33,0.126938,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.11950422023467992
0276422-0000893,2022-05-29 05:00:00,37.0285,15.344167,Ionian Sea,0.0,Manta net,0.33,0.613956,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,5,Spring,0.4786883080139509
0259524-0000021,2015-04-26 05:00:00,39.26,19.748,Ionian Sea,0.0,Manta net,0.333,0.896667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,4,Spring,0.6400981352170388
0260245-0000070,2014-07-08 05:00:00,32.726333,34.939,Eastern Basin,0.1,Manta net,0.333,18.994889,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,7,Summer,2.9954766908955257
0253450-0000041,2013-06-09 05:00:00,38.534,10.869,Tyrrhenian Sea,0.0,Neuston net,0.2,1.952381,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.0826119634507008
0277995-0000004,2020-10-18 05:00:00,40.0225,17.990833,Ionian Sea,0.0,Manta net,0.3,2.32681,pieces/m3,High,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2020,10,Autumn,1.2020138868994252
0260245-0000033,2014-01-19 06:00:00,33.074,35.101667,Eastern Basin,0.1,Manta net,0.333,0.422535,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,1,Winter,0.35244049128508154
0259524-0000072,2015-11-11 06:00:00,37.787,23.701,Aegean Sea,0.0,Manta net,0.333,0.84,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,11,Autumn,0.6097655716208943
0253450-0000035,2013-06-08 05:00:00,37.648,12.145,Eastern Basin,0.0,Neuston net,0.2,1.141079,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.7613099075723002
0276422-0000615,2020-08-11 05:00:00,38.8955,8.907167,Tyrrhenian Sea,0.0,Manta net,0.33,0.33955,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,8,Summer,0.2923337366668334
0270530-0000074,2014-08-30 05:00:00,36.5349,13.1282,Eastern Basin,0.16,Manta net,0.333,2.34786,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,1.208321335743357
0276422-0001099,2024-06-17 05:00:00,38.472,0.948833,Western Basin,0.0,Manta net,0.33,0.115979,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,6,Summer,0.10973204657777232
0314557-0000012,2014-03-14 05:00:00,45.511,13.568,Adriatic Sea,0.075,Neuston net,0.3,1.06,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",2014,3,Spring,0.7227059828014898
0275968-0000392,2010-07-21 05:00:00,42.7252,8.5102,Western Basin,0.0,Neuston net,0.33,0.307358,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.2680083068525761
0270528-0000061,2019-04-23 05:00:00,34.002287,10.087773,Eastern Basin,0.0,Manta net,0.2,2.415224,pieces/m3,High,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,4,Spring,1.2282430838438099
0275968-0000415,2010-08-07 05:00:00,42.2428,8.5225,Western Basin,0.0,Neuston net,0.33,0.127594,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,8,Summer,0.12008615920783537
0270528-0000022,2019-04-01 05:00:00,44.129778,9.608947,Ligurian Sea,0.0,Manta net,0.1,0.127376,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,4,Spring,0.1198928085196407
0314180-0000011,2013-05-09 05:00:00,38.2676,8.6907,Western Basin,0.25,Neuston net,0.2,4.63,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,1.728109442151599
0314180-0000023,2013-05-21 05:00:00,35.7025,23.4194,Eastern Basin,0.25,Neuston net,0.2,0.306,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.26696903085423934
0276422-0000306,2016-10-21 05:00:00,43.292667,6.6485,Western Basin,0.0,Manta net,0.33,0.65709,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,10,Autumn,0.5050630519965756
0270520-0000032,2013-08-05 05:00:00,44.052,8.2296,Ligurian Sea,0.1,Manta net,0.333,1.80546,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,8,Summer,1.0315675183991742
0276422-0000609,2020-07-26 05:00:00,37.128667,-1.692333,Western Basin,0.0,Manta net,0.33,0.570222,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,7,Summer,0.4512170106378842
0270530-0000006,2014-06-06 05:00:00,43.7585,7.5534,Western Basin,0.16,Manta net,0.333,0.259059,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,6,Summer,0.2303646165535499
0279322-0000016,2018-05-30 05:00:00,41.248833,9.297717,Tyrrhenian Sea,0.0,Manta net,0.33,0.050638,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.04939759869134131
0253140-0000011,2015-03-18 05:00:00,37.341667,-0.961667,Western Basin,0.0,Manta net,0.335,0.094,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.08984070399978947
0276422-0001142,2024-08-27 05:00:00,42.259998,3.3345,Western Basin,0.0,Manta net,0.33,0.28315,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,8,Summer,0.2493179922836725
0260245-0000037,2014-01-19 06:00:00,32.840167,34.951833,Eastern Basin,0.1,Manta net,0.333,3.090877,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,1,Winter,1.4087593724967369
0260245-0000069,2014-07-08 05:00:00,32.840167,34.951833,Eastern Basin,0.1,Manta net,0.333,1.513241,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,7,Summer,0.9215731552763897
0260245-0000105,2015-05-07 05:00:00,32.059167,34.748333,Eastern Basin,0.1,Manta net,0.333,5.801724,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,5,Spring,1.9171761094606754
0270530-0000090,2014-09-30 05:00:00,43.0941,5.98,Western Basin,0.16,Manta net,0.333,0.525459,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,9,Autumn,0.4222953483794534
0270520-0000028,2013-07-31 05:00:00,42.9928,6.8771,Western Basin,0.1,Manta net,0.333,0.42574,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.3546909771775556
0276422-0000349,2017-07-30 05:00:00,42.900383,6.17495,Western Basin,0.0,Manta net,0.33,0.038204,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,7,Summer,0.03749229722576176
0270530-0000096,2014-10-06 05:00:00,41.3031,9.2425,Tyrrhenian Sea,0.16,Manta net,0.333,0.742726,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.5554505539511434
0279323-0000010,2019-06-07 05:00:00,42.8835,10.448833,Tyrrhenian Sea,0.0,Manta net,0.33,0.12145,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.11462249083669768
0279323-0000005,2019-06-05 05:00:00,42.403183,9.640467,Tyrrhenian Sea,0.0,Manta net,0.33,0.08675,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.0831915908867644
0276422-0000105,2014-05-10 05:00:00,39.3895,4.554,Western Basin,0.0,Manta net,0.33,1.040404,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,5,Spring,0.7131478274646345
0276422-0000154,2014-08-20 05:00:00,36.536667,-1.026667,Western Basin,0.0,Manta net,0.33,0.110063,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,8,Summer,0.10441677047039574
0276422-0000111,2014-05-13 05:00:00,37.524483,-0.7165,Western Basin,0.0,Manta net,0.33,0.690494,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,5,Spring,0.5250207939137198
0276422-0001008,2023-07-12 05:00:00,43.622166,7.344167,Western Basin,0.0,Manta net,0.33,1.493985,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,7,Summer,0.9138818328051147
0276422-0001005,2023-07-10 05:00:00,44.070835,8.299167,Ligurian Sea,0.0,Manta net,0.33,0.584902,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,7,Summer,0.46052257576471534
0270528-0000065,2019-04-25 05:00:00,33.786893,10.270481,Eastern Basin,0.0,Manta net,0.2,0.988857,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,4,Spring,0.6875601018623986
0276422-0000263,2017-08-01 05:00:00,42.201667,6.651667,Western Basin,0.0,Manta net,0.33,0.272958,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,8,Summer,0.24134332610090434
0276422-0000887,2022-10-24 05:00:00,43.406502,4.368333,Western Basin,0.0,Manta net,0.33,0.019007,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.01882862369687523
0314559-0000036,2012-07-24 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.24,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2012,7,Summer,0.2151113796169455
0276422-0000816,2022-10-28 05:00:00,36.1735,-5.135,Alboran Sea,0.0,Manta net,0.33,0.003403,pieces/m3,Low,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.0033972228981084887
0276422-0000985,2023-06-11 05:00:00,43.366665,8.4435,Ligurian Sea,0.0,Manta net,0.33,0.135704,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,0.12725272296614235
0270528-0000050,2019-06-25 05:00:00,43.3204,5.3147,Western Basin,0.0,Manta net,0.33,0.051692,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,6,Summer,0.05040029578295658
0314559-0000016,2011-11-02 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.12,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,11,Autumn,0.11332868530700317
0253140-0000001,2015-03-17 05:00:00,37.56,-0.861667,Western Basin,0.0,Manta net,0.335,0.318,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.27611543608031547
0260245-0000102,2015-05-18 05:00:00,32.584,34.9055,Eastern Basin,0.1,Manta net,0.333,0.566621,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,5,Spring,0.4489210706868945
0276422-0000715,2021-09-19 05:00:00,38.013833,11.612333,Western Basin,0.0,Manta net,0.33,0.064788,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.0627757183132475
0259524-0000032,2015-06-10 05:00:00,37.8,24.3,Aegean Sea,0.0,Manta net,0.333,0.1,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.09531017980432487
0275968-0000411,2010-08-02 05:00:00,42.5295,3.1341,Western Basin,0.0,Neuston net,0.33,0.120409,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,8,Summer,0.11369379721696563
0276422-0000856,2022-07-22 05:00:00,43.669167,7.356833,Western Basin,0.0,Manta net,0.33,0.183485,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,7,Summer,0.1684634756203529
0270520-0000010,2013-07-14 05:00:00,43.5517,7.1513,Western Basin,0.1,Manta net,0.333,0.2319,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.20855769298579135
0270530-0000010,2014-06-07 05:00:00,43.5879,7.1675,Western Basin,0.16,Manta net,0.333,1.008117,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,6,Summer,0.6971974670643019
0270528-0000028,2019-05-15 05:00:00,44.411064,8.751844,Ligurian Sea,0.0,Manta net,0.1,0.063966,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,5,Spring,0.0620034355216663
0253450-0000043,2013-06-09 05:00:00,38.7111,10.47,Tyrrhenian Sea,0.0,Neuston net,0.2,1.554174,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.9377288837157102
0253140-0000017,2015-06-04 05:00:00,42.02,3.236667,Western Basin,0.0,Manta net,0.335,0.036,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,6,Summer,0.035367143837291316
0260245-0000064,2014-05-12 05:00:00,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,1.359388,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,5,Spring,0.8584022633738477
0279322-0000014,2018-05-29 05:00:00,41.705283,9.4801,Tyrrhenian Sea,0.0,Manta net,0.33,0.0336,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.03304785404620035
0276422-0000696,2021-07-12 05:00:00,40.012667,11.417333,Tyrrhenian Sea,0.0,Manta net,0.33,0.30879,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.2691030462503591
0276422-0000978,2023-04-22 05:00:00,39.480667,0.049333,Balearic Sea,0.0,Manta net,0.33,0.178225,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,4,Spring,0.1640090686886859
0270530-0000053,2014-08-14 05:00:00,33.9079,33.4371,Eastern Basin,0.16,Manta net,0.333,0.164489,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.15228236418343172
0276422-0000707,2021-09-14 05:00:00,39.254167,8.224,Western Basin,0.0,Manta net,0.33,0.200767,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.18296051928060614
0276422-0000787,2021-09-24 05:00:00,38.259167,15.081667,Tyrrhenian Sea,0.0,Manta net,0.33,0.78763,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.5808907202142531
0270520-0000013,2013-07-16 05:00:00,42.611,8.7088,Western Basin,0.1,Manta net,0.333,1.14324,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.7623187027545755
0279322-0000012,2018-05-29 05:00:00,42.07,9.839167,Tyrrhenian Sea,0.0,Manta net,0.33,0.03075,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.03028669260487234
0276422-0000234,2015-08-05 05:00:00,42.8535,5.916167,Western Basin,0.0,Manta net,0.33,0.200583,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,8,Summer,0.18280727214848455
0276422-0000355,2017-05-25 05:00:00,43.019233,6.348167,Western Basin,0.0,Manta net,0.33,0.018919,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,5,Spring,0.018742261385334285
0276422-0000253,2015-10-29 05:00:00,43.019833,6.207833,Western Basin,0.0,Manta net,0.33,0.339478,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,10,Autumn,0.2922799858288299
0270530-0000084,2014-09-14 05:00:00,38.9957,5.3343,Western Basin,0.16,Manta net,0.333,0.230244,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,9,Autumn,0.207212523694549
0259524-0000044,2015-06-16 05:00:00,37.5,26.3,Aegean Sea,0.0,Manta net,0.333,1.176667,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.7777948077595751
0276422-0000258,2016-08-08 05:00:00,42.872217,6.046633,Western Basin,0.0,Manta net,0.33,0.0283,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,8,Summer,0.027906953253007873
0276422-0000450,2018-05-07 05:00:00,40.898267,4.816133,Western Basin,0.0,Manta net,0.33,0.277474,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,5,Spring,0.24488469063812335
0276422-0000456,2018-06-07 05:00:00,39.1395,1.752167,Balearic Sea,0.0,Manta net,0.33,0.034546,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,6,Summer,0.03396268314044861
0270530-0000035,2014-07-14 05:00:00,39.9159,18.6212,Adriatic Sea,0.16,Manta net,0.333,0.38436,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,0.32523793897821507
0259524-0000049,2017-07-22 05:00:00,36.239,22.33,Eastern Basin,0.0,Manta net,0.333,0.554762,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2017,7,Summer,0.4413224792547579
0260245-0000012,2013-07-29 05:00:00,32.059167,34.748333,Eastern Basin,0.1,Manta net,0.333,8.774338,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,7,Summer,2.2797603797929042
0276422-0000309,2016-10-28 05:00:00,43.0035,6.116833,Western Basin,0.0,Manta net,0.33,0.628185,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,10,Autumn,0.48746589748786245
0276422-0000774,2021-04-02 05:00:00,38.585167,0.588667,Western Basin,0.0,Manta net,0.33,0.22866,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,4,Spring,0.20592414462882744
0270528-0000006,2019-10-15 05:00:00,37.95355,23.57475,Aegean Sea,0.0,Manta net,0.33,0.239569,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,10,Autumn,0.21476373855163078
0270530-0000107,2014-10-15 05:00:00,41.7018,10.0377,Tyrrhenian Sea,0.16,Manta net,0.333,0.896831,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.6401845989505651
0276422-0000781,2021-07-22 05:00:00,36.960333,15.4725,Ionian Sea,0.0,Manta net,0.33,0.109957,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.10432127583513971
