Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,Year,Month,Season,Log Microplastics Measurement
0260245-0000054,2014-04-22 05:00:00,32.726333,34.939,Eastern Basin,0.1,Manta net,0.333,0.392887,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,4,Spring,0.3313785716221328
0260245-0000006,2013-07-25 05:00:00,32.6775,34.920833,Eastern Basin,0.1,Manta net,0.333,0.935516,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,7,Summer,0.6603739575991759
0270530-0000046,2014-07-31 05:00:00,35.8531,26.9148,Aegean Sea,0.16,Manta net,0.333,0.944321,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,0.66491281586366
0260245-0000088,2014-12-07 06:00:00,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,1.386821,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,12,Winter,0.8699623550182355
0276422-0000848,2022-07-07 05:00:00,42.351665,9.535,Tyrrhenian Sea,0.0,Manta net,0.33,5.902224,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,7,Summer,1.931843678510235
0259524-0000004,2014-10-11 05:00:00,39.419,19.619,Ionian Sea,0.0,Manta net,0.333,1.783333,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2014,10,Autumn,1.0236491304341682
0260245-0000080,2014-12-08 06:00:00,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,3.959362,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,12,Winter,1.6012771034311546
0270530-0000113,2014-10-19 05:00:00,42.7603,4.1711,Western Basin,0.16,Manta net,0.333,0.252554,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.22518466681996593
0276422-0000012,2011-09-20 05:00:00,43.025,9.301667,Ligurian Sea,0.0,Manta net,0.33,0.755588,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,9,Autumn,0.5628038435385881
0270528-0000068,2019-11-07 06:00:00,33.919014,10.128889,Eastern Basin,0.0,Manta net,0.2,0.724807,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,11,Autumn,0.5451151601658639
0259524-0000011,2014-10-13 05:00:00,39.494,20.166,Ionian Sea,0.0,Manta net,0.333,0.7,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2014,10,Autumn,0.5306282510621704
0253140-0000009,2015-03-18 05:00:00,37.508333,-0.878333,Western Basin,0.0,Manta net,0.335,0.21,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.1906203596086497
0276422-0000678,2021-06-28 05:00:00,43.046833,15.271,Adriatic Sea,0.0,Manta net,0.33,0.393552,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,6,Summer,0.3318558833541502
0260245-0000093,2015-02-02 06:00:00,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.456354,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,2,Winter,1.2402142762517137
0276422-0000232,2015-08-04 05:00:00,42.927,6.251833,Western Basin,0.0,Manta net,0.33,0.116286,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,8,Summer,0.11000710352839022
0279323-0000014,2019-06-11 05:00:00,43.675083,10.149633,Tyrrhenian Sea,0.0,Manta net,0.33,0.270538,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.23944043281525695
0270530-0000069,2014-08-26 05:00:00,35.4864,17.2153,Eastern Basin,0.16,Manta net,0.333,1.968305,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,1.0879910828286334
0253450-0000017,2013-05-14 05:00:00,40.1265,19.3085,Adriatic Sea,0.0,Neuston net,0.2,1.701702,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,0.9938819447807085
0276422-0000981,2023-05-29 05:00:00,43.090168,5.7175,Western Basin,0.0,Manta net,0.33,0.956233,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,5,Spring,0.6710206851727205
0276422-0000577,2019-07-23 05:00:00,42.572667,6.349183,Western Basin,0.0,Manta net,0.33,0.081207,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2019,7,Summer,0.07807800968702572
0260245-0000039,2014-01-19 06:00:00,32.6775,34.920833,Eastern Basin,0.1,Manta net,0.333,20.251192,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,1,Winter,3.0564129879148565
0276422-0000257,2016-08-08 05:00:00,42.834567,6.07705,Western Basin,0.0,Manta net,0.33,0.080207,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,8,Summer,0.07715268943708613
0277995-0000002,2020-10-17 05:00:00,40.289444,17.410278,Ionian Sea,0.0,Manta net,0.3,0.169082,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2020,10,Autumn,0.15621882545329505
0276422-0001108,2023-07-13 05:00:00,37.289665,15.416667,Ionian Sea,0.0,Manta net,0.33,0.628684,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,7,Summer,0.48777232676328286
0259524-0000005,2014-10-11 05:00:00,39.402,19.677,Ionian Sea,0.0,Manta net,0.333,0.423333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2014,10,Autumn,0.3530013043803586
0314557-0000001,2012-12-14 06:00:00,45.5516,13.6737,Adriatic Sea,0.075,Neuston net,0.3,4.18,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",2012,12,Winter,1.6448050562713916
0276422-0000839,2022-06-25 05:00:00,41.003334,8.715,Western Basin,0.0,Manta net,0.33,0.077197,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,0.07436229695328535
0270530-0000063,2014-08-23 05:00:00,34.5793,22.0629,Eastern Basin,0.16,Manta net,0.333,0.018085,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.017923411695691283
0259524-0000052,2017-07-23 05:00:00,35.478,25.04,Aegean Sea,0.0,Manta net,0.333,0.683333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2017,7,Summer,0.5207757565993372
0259524-0000042,2015-06-16 05:00:00,37.5,25.5,Aegean Sea,0.0,Manta net,0.333,0.066667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.06453883363752234
0276422-0000629,2020-11-12 06:00:00,38.013,12.087667,Tyrrhenian Sea,0.0,Manta net,0.33,0.184805,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,11,Autumn,0.16957820408408678
0253450-0000033,2013-06-08 05:00:00,37.459,11.83,Eastern Basin,0.0,Neuston net,0.2,3.133609,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.4191508752673527
0270528-0000067,2019-11-07 06:00:00,34.002287,10.087773,Eastern Basin,0.0,Manta net,0.2,0.116991,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,11,Autumn,0.11063846275827402
0276422-0000052,2013-08-25 05:00:00,36.344533,-4.964,Alboran Sea,0.0,Manta net,0.33,0.637449,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2013,8,Summer,0.49313954300408525
0270528-0000038,2018-10-17 05:00:00,43.253077,5.361748,Western Basin,0.0,Manta net,0.33,0.078947,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,10,Autumn,0.0759855655144491
0270530-0000093,2014-10-05 05:00:00,42.9093,7.9889,Western Basin,0.16,Manta net,0.333,0.440247,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.36481462665647973
0276422-0000024,2012-08-13 05:00:00,40.533333,6.146667,Western Basin,0.0,Manta net,0.33,1.597341,pieces/m3,High,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2012,8,Summer,0.9544882294131477
0276422-0000250,2015-10-23 05:00:00,43.285833,6.630833,Western Basin,0.0,Manta net,0.33,0.33323,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,10,Autumn,0.28760456944850077
0276422-0000896,2022-06-04 05:00:00,36.893333,15.415,Ionian Sea,0.0,Manta net,0.33,0.992589,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,0.6894347981878066
0314557-0000015,2014-08-06 05:00:00,45.5701,13.5835,Adriatic Sea,0.075,Neuston net,0.3,0.36,pieces/m3,Medium,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",2014,8,Summer,0.3074846997479606
0276422-0001145,2024-09-01 05:00:00,43.278332,3.5315,Western Basin,0.0,Manta net,0.33,0.141101,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,9,Autumn,0.13199358580549705
0276422-0000236,2015-08-05 05:00:00,42.904833,5.9265,Western Basin,0.0,Manta net,0.33,0.188984,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,8,Summer,0.17309916093181177
0314559-0000027,2012-04-16 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.0,pieces/m3,Very Low,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2012,4,Spring,0.0
0270530-0000055,2014-08-15 05:00:00,34.3562,33.3521,Eastern Basin,0.16,Manta net,0.333,0.087735,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.08409755259022177
0276422-0000612,2020-08-08 05:00:00,42.9005,6.045,Western Basin,0.0,Manta net,0.33,0.260531,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,8,Summer,0.23153306075873578
0279323-0000019,2019-06-14 05:00:00,44.288733,9.15755,Ligurian Sea,0.0,Manta net,0.33,3.410525,pieces/m3,High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,1.4839937299921968
0277995-0000017,2021-06-28 05:00:00,40.225278,18.527778,Adriatic Sea,0.0,Manta net,0.3,1.921671,pieces/m3,High,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2021,6,Summer,1.0721557128756938
0259524-0000069,2020-02-10 06:00:00,39.307,23.827,Aegean Sea,0.0,Manta net,0.333,0.216667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2020,2,Winter,0.19611515289885564
0259524-0000059,2017-07-28 05:00:00,37.543,25.541,Aegean Sea,0.0,Manta net,0.333,0.357143,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2017,7,Summer,0.3053817548143342
0276422-0000701,2021-09-11 05:00:00,42.3425,6.501,Western Basin,0.0,Manta net,0.33,0.262782,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.2333172235614655
0276422-0000694,2021-07-12 05:00:00,39.208333,11.8425,Tyrrhenian Sea,0.0,Manta net,0.33,0.659117,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.5062855331338745
0270528-0000060,2019-04-23 05:00:00,34.001787,10.052079,Eastern Basin,0.0,Manta net,0.2,1.094618,pieces/m3,High,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,4,Spring,0.7393711978461944
0260245-0000046,2014-02-09 06:00:00,31.746667,34.593,Eastern Basin,0.1,Manta net,0.333,0.78064,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,2,Winter,0.576972850242978
0275968-0000401,2010-07-29 05:00:00,43.0758,6.384,Western Basin,0.0,Neuston net,0.33,0.477478,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.39033658017033834
0276422-0000094,2013-10-21 05:00:00,36.583333,-2.71,Alboran Sea,0.0,Manta net,0.33,0.449964,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2013,10,Autumn,0.3715387285380665
0276422-0000970,2023-03-22 05:00:00,43.492832,3.9235,Western Basin,0.0,Manta net,0.33,0.053501,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,3,Spring,0.05211890347855223
0279322-0000025,2018-06-06 05:00:00,42.323633,9.8735,Tyrrhenian Sea,0.0,Manta net,0.33,0.060675,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.05890549791052498
0275966-0000020,2018-11-29 06:00:00,36.773149,2.820132,Western Basin,0.0,Manta net,0.33,0.805757,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,11,Autumn,0.5909798944469126
0276422-0000778,2021-07-08 05:00:00,36.842167,15.347667,Ionian Sea,0.0,Manta net,0.33,0.206054,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.18735387342197615
0276422-0001102,2023-06-14 05:00:00,37.103001,15.3445,Ionian Sea,0.0,Manta net,0.33,1.216474,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,0.7959176449288932
0253450-0000057,2013-06-15 05:00:00,39.774167,11.888333,Tyrrhenian Sea,0.0,Neuston net,0.2,2.92581,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.3675726993698822
0314556-0000002,2013-07-20 05:00:00,39.7915,8.0434,Western Basin,0.5,Manta net,0.5,0.35,pieces/m3,Medium,de Lucia et al. 2014,https://doi.org/10.1016/j.marenvres.2014.03.017,"National Research Council, Italy",2013,7,Summer,0.30010459245033805
0270530-0000065,2014-08-24 05:00:00,35.1514,20.7348,Eastern Basin,0.16,Manta net,0.333,2.075921,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,1.1236043686087798
0276422-0000618,2020-09-04 05:00:00,42.967167,5.420833,Western Basin,0.0,Manta net,0.33,0.083479,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,9,Autumn,0.08017716017285557
0276422-0000876,2022-09-20 05:00:00,42.275665,8.536834,Western Basin,0.0,Manta net,0.33,1.252546,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,9,Autumn,0.8120611320454418
0276422-0000724,2021-09-25 05:00:00,38.439667,14.925667,Tyrrhenian Sea,0.0,Manta net,0.33,0.07108,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.06866748522124848
0259524-0000018,2015-04-23 05:00:00,39.855,19.341,Adriatic Sea,0.0,Manta net,0.333,0.266667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,4,Spring,0.2363890412220905
0270530-0000087,2014-09-18 05:00:00,43.3165,5.3244,Western Basin,0.16,Manta net,0.333,0.702316,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,9,Autumn,0.5319896768425634
0276422-0000352,2017-08-03 05:00:00,42.800617,6.312317,Western Basin,0.0,Manta net,0.33,0.012941,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,8,Summer,0.012857980727325611
0270528-0000070,2019-11-20 06:00:00,33.770319,10.253245,Eastern Basin,0.0,Manta net,0.2,0.089993,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,11,Autumn,0.08617127420208247
0275966-0000011,2018-04-26 05:00:00,36.716517,2.788723,Western Basin,0.0,Manta net,0.33,1.003069,pieces/m3,High,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,4,Spring,0.6946805044178599
0275966-0000004,2018-01-28 06:00:00,36.728415,2.795861,Western Basin,0.0,Manta net,0.33,0.636633,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,1,Winter,0.4926410826619829
0275966-0000010,2018-04-28 05:00:00,36.728415,2.795861,Western Basin,0.0,Manta net,0.33,1.441786,pieces/m3,High,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,4,Spring,0.8927297387608765
0276422-0000890,2022-05-26 05:00:00,37.209667,15.32,Ionian Sea,0.0,Manta net,0.33,0.624992,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,5,Spring,0.48550289269265934
0259524-0000033,2015-06-10 05:00:00,37.8,24.3,Aegean Sea,0.0,Manta net,0.333,0.066667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.06453883363752234
0276422-0000813,2022-10-22 05:00:00,36.728832,-2.579,Alboran Sea,0.0,Manta net,0.33,0.019198,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.019016043510445595
0276422-0000235,2015-08-05 05:00:00,42.881833,5.9195,Western Basin,0.0,Manta net,0.33,0.270176,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,8,Summer,0.23915547354597316
0314559-0000033,2012-06-04 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.1,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2012,6,Summer,0.09531017980432487
0260245-0000018,2013-10-29 05:00:00,32.983333,35.074333,Eastern Basin,0.1,Manta net,0.333,0.740592,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,10,Autumn,0.5542252852464323
0276422-0000303,2016-06-03 05:00:00,43.023,6.280833,Western Basin,0.0,Manta net,0.33,0.582043,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,6,Summer,0.45871704975988925
0270528-0000012,2018-09-06 05:00:00,44.310153,9.150061,Ligurian Sea,0.0,Manta net,0.1,0.439924,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,9,Autumn,0.3645903344173355
0276422-0000683,2021-07-01 05:00:00,40.72,17.971,Adriatic Sea,0.0,Manta net,0.33,0.543033,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.4337499600609467
0253450-0000010,2013-05-12 05:00:00,42.037167,19.003667,Adriatic Sea,0.0,Neuston net,0.2,0.245098,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,0.2192142416782567
0314180-0000020,2013-05-17 05:00:00,33.2198,31.9834,Eastern Basin,0.25,Neuston net,0.2,0.827,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.6026752773958697
0270530-0000034,2014-07-13 05:00:00,39.0051,17.2516,Ionian Sea,0.16,Manta net,0.333,7.151593,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,2.09821336827563
0276422-0000102,2014-05-07 05:00:00,41.894667,4.3295,Western Basin,0.0,Manta net,0.33,1.93437,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,5,Spring,1.0764927794726769
0276422-0000730,2021-09-30 05:00:00,40.7305,10.1585,Tyrrhenian Sea,0.0,Manta net,0.33,0.343292,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.2951233175863302
0253450-0000048,2013-06-11 05:00:00,38.19171,8.8,Western Basin,0.0,Neuston net,0.2,0.775194,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.5739097127296791
0253450-0000049,2013-06-11 05:00:00,38.201,7.813,Western Basin,0.0,Neuston net,0.2,1.164875,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.7723626230670704
0276422-0000447,2018-04-20 05:00:00,39.2555,1.766667,Balearic Sea,0.0,Manta net,0.33,0.211163,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,4,Spring,0.19158105501779635
0314180-0000008,2013-05-07 05:00:00,37.4856,1.4478,Western Basin,0.25,Neuston net,0.2,1.01,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.6981347220709844
0276422-0000114,2014-07-04 05:00:00,35.845333,-5.736167,Strait of Gibraltar,0.0,Manta net,0.33,0.108696,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,7,Summer,0.10318454996067175
0276422-0000151,2014-08-19 05:00:00,36.42,-4.343333,Alboran Sea,0.0,Manta net,0.33,0.090741,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,8,Summer,0.08685728178424008
0276422-0000252,2015-10-26 05:00:00,43.256167,6.72,Western Basin,0.0,Manta net,0.33,0.105243,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,10,Autumn,0.10006522029542836
0276422-0001131,2024-07-23 05:00:00,36.467335,-4.870667,Alboran Sea,0.0,Manta net,0.33,0.075452,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,7,Summer,0.07274103832521851
0270530-0000072,2014-08-28 05:00:00,35.7053,14.8884,Eastern Basin,0.16,Manta net,0.333,1.218947,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.797032759032497
0260245-0000032,2013-10-02 05:00:00,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,0.722132,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,10,Autumn,0.5435630581199555
0259524-0000063,2019-03-22 05:00:00,36.023,29.562,Eastern Basin,0.0,Manta net,0.333,1.173333,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2019,3,Spring,0.776261933896207
0277995-0000016,2021-06-28 05:00:00,40.202778,18.494444,Adriatic Sea,0.0,Manta net,0.3,1.083976,pieces/m3,High,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2021,6,Summer,0.734277607510028
0260245-0000090,2015-02-02 06:00:00,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,2.226956,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,2,Winter,1.1715392780218012
0260245-0000084,2014-12-07 06:00:00,32.152,34.783167,Eastern Basin,0.1,Manta net,0.333,5.214259,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,12,Winter,1.8268464901795103
0314180-0000014,2013-05-11 05:00:00,36.0415,15.2268,Eastern Basin,0.25,Neuston net,0.2,0.182,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.16720791898390644
0276422-0000704,2021-09-13 05:00:00,44.923667,8.134,Ligurian Sea,0.0,Manta net,0.33,0.086865,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.08329740539403206
