Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,ObjectId,x,y
0270530-0000062,8/23/2014 5:00:00 AM,34.4822,22.6018,Eastern Basin,0.16,Manta net,0.333,0.097535,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11872,2516020.86701141,4093734.94810646
0314559-0000030,5/24/2012 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.02,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23848,971763.494879882,5249092.0343548
0279322-0000008,5/24/2018 5:00:00 AM,42.841783,10.266283,Tyrrhenian Sea,0,Manta net,0.33,0.126938,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20479,1142837.39589964,5287920.5291551
0276422-0000893,5/29/2022 5:00:00 AM,37.0285,15.344167,Ionian Sea,0,Manta net,0.33,0.613956,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22729,1708104.85708695,4443080.06457698
0259524-0000021,4/26/2015 5:00:00 AM,39.26,19.748,Ionian Sea,0,Manta net,0.333,0.896667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10778,2198337.30418557,4758983.06588606
0260245-0000070,7/8/2014 5:00:00 AM,32.726333,34.939,Eastern Basin,0.1,Manta net,0.333,18.994889,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11517,3889391.68882619,3859035.32896296
0253450-0000041,6/9/2013 5:00:00 AM,38.534,10.869,Tyrrhenian Sea,0,Neuston net,0.2,1.952381,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10515,1209931.54543209,4655139.19554355
0277995-0000004,10/18/2020 5:00:00 AM,40.0225,17.990833,Ionian Sea,0,Manta net,0.3,2.32681,pieces/m3,High,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13953,2002730.36850682,4869212.45708225
0260245-0000033,1/19/2014 6:00:00 AM,33.074,35.101667,Eastern Basin,0.1,Manta net,0.333,0.422535,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11225,3907499.69643505,3905130.34990609
0259524-0000072,11/11/2015 6:00:00 AM,37.787,23.701,Aegean Sea,0,Manta net,0.333,0.84,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10143,2638383.25129138,4549379.60047183
0253450-0000035,6/8/2013 5:00:00 AM,37.648,12.145,Eastern Basin,0,Neuston net,0.2,1.141079,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10466,1351975.21568431,4529818.66575709
0276422-0000615,8/11/2020 5:00:00 AM,38.8955,8.907167,Tyrrhenian Sea,0,Manta net,0.33,0.33955,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22045,991541.29485065,4706713.87902843
0270530-0000074,8/30/2014 5:00:00 AM,36.5349,13.1282,Eastern Basin,0.16,Manta net,0.333,2.34786,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11966,1461424.53903225,4374474.61292263
0276422-0001099,6/17/2024 5:00:00 AM,38.472,0.948833,Western Basin,0,Manta net,0.33,0.115979,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22637,105623.606407854,4646319.84373118
0314557-0000012,3/14/2014 5:00:00 AM,45.511,13.568,Adriatic Sea,0.075,Neuston net,0.3,1.06,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",23891,1510382.85108314,5702329.94006539
0275968-0000392,7/21/2010 5:00:00 AM,42.7252,8.5102,Western Basin,0,Neuston net,0.33,0.307358,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11325,947351.130548917,5270237.58381152
0270528-0000061,4/23/2019 5:00:00 AM,34.002287,10.087773,Eastern Basin,0,Manta net,0.2,2.415224,pieces/m3,High,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11176,1122965.75359813,4029109.11849209
0275968-0000415,8/7/2010 5:00:00 AM,42.2428,8.5225,Western Basin,0,Neuston net,0.33,0.127594,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11568,948720.360285674,5197419.38020801
0270528-0000022,4/1/2019 5:00:00 AM,44.129778,9.608947,Ligurian Sea,0,Manta net,0.1,0.127376,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11070,1069663.08709955,5485547.64163961
0314180-0000011,5/9/2013 5:00:00 AM,38.2676,8.6907,Western Basin,0.25,Neuston net,0.2,4.63,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23556,967444.298637102,4617297.9955935
0314180-0000023,5/21/2013 5:00:00 AM,35.7025,23.4194,Eastern Basin,0.25,Neuston net,0.2,0.306,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23568,2607035.68268399,4259762.66809118
0276422-0000306,10/21/2016 5:00:00 AM,43.292667,6.6485,Western Basin,0,Manta net,0.33,0.65709,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22288,740107.634539079,5356625.3764791
0270520-0000032,8/5/2013 5:00:00 AM,44.052,8.2296,Ligurian Sea,0.1,Manta net,0.333,1.80546,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11305,916114.881432324,5473492.8326241
0276422-0000609,7/26/2020 5:00:00 AM,37.128667,-1.692333,Western Basin,0,Manta net,0.33,0.570222,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22039,-188389.647812653,4457056.51464271
0270530-0000006,6/6/2014 5:00:00 AM,43.7585,7.5534,Western Basin,0.16,Manta net,0.333,0.259059,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11368,840840.641757913,5428145.2461994
0279322-0000016,5/30/2018 5:00:00 AM,41.248833,9.297717,Tyrrhenian Sea,0,Manta net,0.33,0.050638,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20565,1035017.12197996,5049114.04690381
0253140-0000011,3/18/2015 5:00:00 AM,37.341667,-0.961667,Western Basin,0,Manta net,0.335,0.094,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10372,-107052.280752695,4486838.36799055
0276422-0001142,8/27/2024 5:00:00 AM,42.259998,3.3345,Western Basin,0,Manta net,0.33,0.28315,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22680,371194.842050171,5200005.80036334
0260245-0000037,1/19/2014 6:00:00 AM,32.840167,34.951833,Eastern Basin,0.1,Manta net,0.333,3.090877,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11268,3890820.25185154,3874107.97192377
0260245-0000069,7/8/2014 5:00:00 AM,32.840167,34.951833,Eastern Basin,0.1,Manta net,0.333,1.513241,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11511,3890820.25185154,3874107.97192377
0260245-0000105,5/7/2015 5:00:00 AM,32.059167,34.748333,Eastern Basin,0.1,Manta net,0.333,5.801724,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11754,3868166.7354751,3771079.72357538
0270530-0000090,9/30/2014 5:00:00 AM,43.0941,5.98,Western Basin,0.16,Manta net,0.333,0.525459,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11013,665690.554943776,5326305.81208866
0270520-0000028,7/31/2013 5:00:00 AM,42.9928,6.8771,Western Basin,0.1,Manta net,0.333,0.42574,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11262,765555.270134422,5310875.99773258
0276422-0000349,7/30/2017 5:00:00 AM,42.900383,6.17495,Western Basin,0,Manta net,0.33,0.038204,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22331,687392.289673925,5296821.39464085
0270530-0000096,10/6/2014 5:00:00 AM,41.3031,9.2425,Tyrrhenian Sea,0.16,Manta net,0.333,0.742726,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11019,1028870.39365683,5057152.16600938
0279323-0000010,6/7/2019 5:00:00 AM,42.8835,10.448833,Tyrrhenian Sea,0,Manta net,0.33,0.12145,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20316,1163158.76894395,5294256.1368226
0279323-0000005,6/5/2019 5:00:00 AM,42.403183,9.640467,Tyrrhenian Sea,0,Manta net,0.33,0.08675,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20267,1073171.87744936,5221566.94830445
0276422-0000105,5/10/2014 5:00:00 AM,39.3895,4.554,Western Basin,0,Manta net,0.33,1.040404,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21933,506948.961072568,4777618.67195478
0276422-0000154,8/20/2014 5:00:00 AM,36.536667,-1.026667,Western Basin,0,Manta net,0.33,0.110063,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21982,-114288.047654258,4374719.42332734
0276422-0000111,5/13/2014 5:00:00 AM,37.524483,-0.7165,Western Basin,0,Manta net,0.33,0.690494,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21939,-79760.4151533805,4512467.29225413
0276422-0001008,7/12/2023 5:00:00 AM,43.622166,7.344167,Western Basin,0,Manta net,0.33,1.493985,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22480,817548.930740763,5407156.47058246
0276422-0001005,7/10/2023 5:00:00 AM,44.070835,8.299167,Ligurian Sea,0,Manta net,0.33,0.584902,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22474,923859.04444834,5476410.61433129
0270528-0000065,4/25/2019 5:00:00 AM,33.786893,10.270481,Eastern Basin,0,Manta net,0.2,0.988857,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11213,1143304.71512199,4000222.73145656
0276422-0000263,8/1/2017 5:00:00 AM,42.201667,6.651667,Western Basin,0,Manta net,0.33,0.272958,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21790,740460.183366422,5191236.21538337
0276422-0000887,10/24/2022 5:00:00 AM,43.406502,4.368333,Western Basin,0,Manta net,0.33,0.019007,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22723,486280.605175453,5374051.70558013
0314559-0000036,7/24/2012 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.24,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23854,971763.494879882,5249092.0343548
0276422-0000816,10/28/2022 5:00:00 AM,36.1735,-5.135,Alboran Sea,0,Manta net,0.33,0.003403,pieces/m3,Low,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22182,-571625.58522346,4324521.04123268
0276422-0000985,6/11/2023 5:00:00 AM,43.366665,8.4435,Ligurian Sea,0,Manta net,0.33,0.135704,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22245,939926.120513005,5367949.57550108
0270528-0000050,6/25/2019 5:00:00 AM,43.3204,5.3147,Western Basin,0,Manta net,0.33,0.051692,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11099,591629.697719011,5360867.84817139
0314559-0000016,11/2/2011 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.12,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23834,971763.494879882,5249092.0343548
0253140-0000001,3/17/2015 5:00:00 AM,37.56,-0.861667,Western Basin,0,Manta net,0.335,0.318,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10103,-95920.3316733677,4517453.68774458
0260245-0000102,5/18/2015 5:00:00 AM,32.584,34.9055,Eastern Basin,0.1,Manta net,0.333,0.566621,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11740,3885662.48588461,3840216.20719608
0276422-0000715,9/19/2021 5:00:00 AM,38.013833,11.612333,Western Basin,0,Manta net,0.33,0.064788,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22554,1292678.99648193,4581380.13617589
0259524-0000032,6/10/2015 5:00:00 AM,37.8,24.3,Aegean Sea,0,Manta net,0.333,0.1,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10861,2705063.62627655,4551210.91969189
0275968-0000411,8/2/2010 5:00:00 AM,42.5295,3.1341,Western Basin,0,Neuston net,0.33,0.120409,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11525,348886.416095199,5240628.95956566
0276422-0000856,7/22/2022 5:00:00 AM,43.669167,7.356833,Western Basin,0,Manta net,0.33,0.183485,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22222,818958.903411151,5414386.94162936
0270520-0000010,7/14/2013 5:00:00 AM,43.5517,7.1513,Western Basin,0.1,Manta net,0.333,0.2319,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11857,796079.074509937,5396326.80706964
0270530-0000010,6/7/2014 5:00:00 AM,43.5879,7.1675,Western Basin,0.16,Manta net,0.333,1.008117,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11408,797882.450260788,5401888.6699934
0270528-0000028,5/15/2019 5:00:00 AM,44.411064,8.751844,Ligurian Sea,0,Manta net,0.1,0.063966,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11076,974250.817582167,5529277.22162314
0253450-0000043,6/9/2013 5:00:00 AM,38.7111,10.47,Tyrrhenian Sea,0,Neuston net,0.2,1.554174,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10529,1165515.06860557,4680373.20783642
0253140-0000017,6/4/2015 5:00:00 AM,42.02,3.236667,Western Basin,0,Manta net,0.335,0.036,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10412,360304.122307392,5163975.81802102
0260245-0000064,5/12/2014 5:00:00 AM,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,1.359388,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11477,3841004.77972155,3714316.81934258
0279322-0000014,5/29/2018 5:00:00 AM,41.705283,9.4801,Tyrrhenian Sea,0,Manta net,0.33,0.0336,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20539,1055319.90466931,5116933.9920564
0276422-0000696,7/12/2021 5:00:00 AM,40.012667,11.417333,Tyrrhenian Sea,0,Manta net,0.33,0.30879,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22460,1270971.69577724,4867783.18419448
0276422-0000978,4/22/2023 5:00:00 AM,39.480667,0.049333,Balearic Sea,0,Manta net,0.33,0.178225,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22128,5491.72443930456,4790758.7448156
0270530-0000053,8/14/2014 5:00:00 AM,33.9079,33.4371,Eastern Basin,0.16,Manta net,0.333,0.164489,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11786,3722200.94560377,4016441.9404416
0276422-0000707,9/14/2021 5:00:00 AM,39.254167,8.224,Western Basin,0,Manta net,0.33,0.200767,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22483,915491.492283882,4758144.48329406
0276422-0000787,9/24/2021 5:00:00 AM,38.259167,15.081667,Tyrrhenian Sea,0,Manta net,0.33,0.78763,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22151,1678883.49075372,4616102.38888333
0270520-0000013,7/16/2013 5:00:00 AM,42.611,8.7088,Western Basin,0.1,Manta net,0.333,1.14324,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11122,969459.181420461,5252948.27479556
0279322-0000012,5/29/2018 5:00:00 AM,42.07,9.839167,Tyrrhenian Sea,0,Manta net,0.33,0.03075,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20516,1095291.06026998,5171470.87879382
0276422-0000234,8/5/2015 5:00:00 AM,42.8535,5.916167,Western Basin,0,Manta net,0.33,0.200583,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21673,658584.697887969,5289699.57083601
0276422-0000355,5/25/2017 5:00:00 AM,43.019233,6.348167,Western Basin,0,Manta net,0.33,0.018919,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22337,706674.717910663,5314899.76399476
0276422-0000253,10/29/2015 5:00:00 AM,43.019833,6.207833,Western Basin,0,Manta net,0.33,0.339478,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21750,691052.80848968,5314991.11916069
0270530-0000084,9/14/2014 5:00:00 AM,38.9957,5.3343,Western Basin,0.16,Manta net,0.333,0.230244,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11007,593811.559738559,4721055.65319067
0259524-0000044,6/16/2015 5:00:00 AM,37.5,26.3,Aegean Sea,0,Manta net,0.333,1.176667,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10953,2927702.6078631,4509031.39307665
0276422-0000258,8/8/2016 5:00:00 AM,42.872217,6.046633,Western Basin,0,Manta net,0.33,0.0283,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21773,673108.106573804,5292542.15251305
0276422-0000450,5/7/2018 5:00:00 AM,40.898267,4.816133,Western Basin,0,Manta net,0.33,0.277474,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22978,536129.473152681,4997347.63025101
0276422-0000456,6/7/2018 5:00:00 AM,39.1395,1.752167,Balearic Sea,0,Manta net,0.33,0.034546,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22984,195050.338224778,4741673.49486294
0270530-0000035,7/14/2014 5:00:00 AM,39.9159,18.6212,Adriatic Sea,0.16,Manta net,0.333,0.38436,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11617,2072902.50195971,4853728.6122457
0259524-0000049,7/22/2017 5:00:00 AM,36.239,22.33,Eastern Basin,0,Manta net,0.333,0.554762,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10984,2485764.2294138,4333557.43320082
0260245-0000012,7/29/2013 5:00:00 AM,32.059167,34.748333,Eastern Basin,0.1,Manta net,0.333,8.774338,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10220,3868166.7354751,3771079.72357538
